最大值,59.4,@,No.1283,,,,,,
最小值,-2.0,@,No.2232,,,,,,
平均值,20.01,,,,,,,,
次数,2493,,,,,,,,
NG次数,0,,,,,,,,
号码,力量,单位,位移,单位,合格判定,姿势,时间,日期,
804,36.7,N,0.000,mm,OK,--,15:18:18,2024/3/1,
805,36.7,N,0.000,mm,OK,--,15:18:18,2024/3/1,
806,36.8,N,0.000,mm,OK,--,15:18:18,2024/3/1,
807,36.8,N,0.000,mm,OK,--,15:18:19,2024/3/1,
808,36.9,N,0.000,mm,OK,--,15:18:19,2024/3/1,
809,36.9,N,0.000,mm,OK,--,15:18:19,2024/3/1,
810,37.0,N,0.000,mm,OK,--,15:18:19,2024/3/1,
811,37.0,N,0.000,mm,OK,--,15:18:19,2024/3/1,
812,37.0,N,0.000,mm,OK,--,15:18:19,2024/3/1,
813,37.1,N,0.000,mm,OK,--,15:18:19,2024/3/1,
814,37.2,N,0.000,mm,OK,--,15:18:19,2024/3/1,
815,37.2,N,0.000,mm,OK,--,15:18:19,2024/3/1,
816,37.3,N,0.000,mm,OK,--,15:18:19,2024/3/1,
817,37.3,N,0.000,mm,OK,--,15:18:20,2024/3/1,
818,37.4,N,0.000,mm,OK,--,15:18:20,2024/3/1,
819,37.5,N,0.000,mm,OK,--,15:18:20,2024/3/1,
820,37.5,N,0.000,mm,OK,--,15:18:20,2024/3/1,
821,37.6,N,0.000,mm,OK,--,15:18:20,2024/3/1,
822,37.6,N,0.000,mm,OK,--,15:18:20,2024/3/1,
823,37.7,N,0.000,mm,OK,--,15:18:20,2024/3/1,
824,37.8,N,0.000,mm,OK,--,15:18:20,2024/3/1,
825,37.8,N,0.000,mm,OK,--,15:18:20,2024/3/1,
826,37.8,N,0.000,mm,OK,--,15:18:20,2024/3/1,
827,37.9,N,0.000,mm,OK,--,15:18:21,2024/3/1,
828,38.0,N,0.000,mm,OK,--,15:18:21,2024/3/1,
829,38.0,N,0.000,mm,OK,--,15:18:21,2024/3/1,
830,38.0,N,0.000,mm,OK,--,15:18:21,2024/3/1,
831,38.1,N,0.000,mm,OK,--,15:18:21,2024/3/1,
832,38.2,N,0.000,mm,OK,--,15:18:21,2024/3/1,
833,38.2,N,0.000,mm,OK,--,15:18:21,2024/3/1,
834,38.3,N,0.000,mm,OK,--,15:18:21,2024/3/1,
835,38.3,N,0.000,mm,OK,--,15:18:21,2024/3/1,
836,38.4,N,0.000,mm,OK,--,15:18:21,2024/3/1,
837,38.4,N,0.000,mm,OK,--,15:18:22,2024/3/1,
838,38.5,N,0.000,mm,OK,--,15:18:22,2024/3/1,
839,38.5,N,0.000,mm,OK,--,15:18:22,2024/3/1,
840,38.5,N,0.000,mm,OK,--,15:18:22,2024/3/1,
841,38.6,N,0.000,mm,OK,--,15:18:22,2024/3/1,
842,38.7,N,0.000,mm,OK,--,15:18:22,2024/3/1,
843,38.7,N,0.000,mm,OK,--,15:18:22,2024/3/1,
844,38.7,N,0.000,mm,OK,--,15:18:22,2024/3/1,
845,38.8,N,0.000,mm,OK,--,15:18:22,2024/3/1,
846,38.8,N,0.000,mm,OK,--,15:18:22,2024/3/1,
847,38.9,N,0.000,mm,OK,--,15:18:23,2024/3/1,
848,38.9,N,0.000,mm,OK,--,15:18:23,2024/3/1,
849,39.0,N,0.000,mm,OK,--,15:18:23,2024/3/1,
850,39.0,N,0.000,mm,OK,--,15:18:23,2024/3/1,
851,39.1,N,0.000,mm,OK,--,15:18:23,2024/3/1,
852,39.2,N,0.000,mm,OK,--,15:18:23,2024/3/1,
853,39.2,N,0.000,mm,OK,--,15:18:23,2024/3/1,
854,39.2,N,0.000,mm,OK,--,15:18:23,2024/3/1,
855,39.3,N,0.000,mm,OK,--,15:18:23,2024/3/1,
856,39.4,N,0.000,mm,OK,--,15:18:23,2024/3/1,
857,39.4,N,0.000,mm,OK,--,15:18:24,2024/3/1,
858,39.5,N,0.000,mm,OK,--,15:18:24,2024/3/1,
859,39.5,N,0.000,mm,OK,--,15:18:24,2024/3/1,
860,39.6,N,0.000,mm,OK,--,15:18:24,2024/3/1,
861,39.7,N,0.000,mm,OK,--,15:18:24,2024/3/1,
862,39.7,N,0.000,mm,OK,--,15:18:24,2024/3/1,
863,39.7,N,0.000,mm,OK,--,15:18:24,2024/3/1,
864,39.8,N,0.000,mm,OK,--,15:18:24,2024/3/1,
865,39.8,N,0.000,mm,OK,--,15:18:24,2024/3/1,
866,39.9,N,0.000,mm,OK,--,15:18:24,2024/3/1,
867,39.9,N,0.000,mm,OK,--,15:18:25,2024/3/1,
868,39.9,N,0.000,mm,OK,--,15:18:25,2024/3/1,
869,40.0,N,0.000,mm,OK,--,15:18:25,2024/3/1,
870,40.1,N,0.000,mm,OK,--,15:18:25,2024/3/1,
871,40.1,N,0.000,mm,OK,--,15:18:25,2024/3/1,
872,40.2,N,0.000,mm,OK,--,15:18:25,2024/3/1,
873,40.2,N,0.000,mm,OK,--,15:18:25,2024/3/1,
874,40.3,N,0.000,mm,OK,--,15:18:25,2024/3/1,
875,40.3,N,0.000,mm,OK,--,15:18:25,2024/3/1,
876,40.4,N,0.000,mm,OK,--,15:18:25,2024/3/1,
877,40.4,N,0.000,mm,OK,--,15:18:26,2024/3/1,
878,40.5,N,0.000,mm,OK,--,15:18:26,2024/3/1,
879,40.5,N,0.000,mm,OK,--,15:18:26,2024/3/1,
880,40.6,N,0.000,mm,OK,--,15:18:26,2024/3/1,
881,40.6,N,0.000,mm,OK,--,15:18:26,2024/3/1,
882,40.7,N,0.000,mm,OK,--,15:18:26,2024/3/1,
883,40.7,N,0.000,mm,OK,--,15:18:26,2024/3/1,
884,40.8,N,0.000,mm,OK,--,15:18:26,2024/3/1,
885,40.8,N,0.000,mm,OK,--,15:18:26,2024/3/1,
886,40.9,N,0.000,mm,OK,--,15:18:26,2024/3/1,
887,40.9,N,0.000,mm,OK,--,15:18:27,2024/3/1,
888,41.0,N,0.000,mm,OK,--,15:18:27,2024/3/1,
889,41.0,N,0.000,mm,OK,--,15:18:27,2024/3/1,
890,41.1,N,0.000,mm,OK,--,15:18:27,2024/3/1,
891,41.2,N,0.000,mm,OK,--,15:18:27,2024/3/1,
892,41.2,N,0.000,mm,OK,--,15:18:27,2024/3/1,
893,41.2,N,0.000,mm,OK,--,15:18:27,2024/3/1,
894,41.3,N,0.000,mm,OK,--,15:18:27,2024/3/1,
895,41.3,N,0.000,mm,OK,--,15:18:27,2024/3/1,
896,41.4,N,0.000,mm,OK,--,15:18:27,2024/3/1,
897,41.4,N,0.000,mm,OK,--,15:18:28,2024/3/1,
898,41.5,N,0.000,mm,OK,--,15:18:28,2024/3/1,
899,41.6,N,0.000,mm,OK,--,15:18:28,2024/3/1,
900,41.6,N,0.000,mm,OK,--,15:18:28,2024/3/1,
901,41.7,N,0.000,mm,OK,--,15:18:28,2024/3/1,
902,41.7,N,0.000,mm,OK,--,15:18:28,2024/3/1,
903,41.8,N,0.000,mm,OK,--,15:18:28,2024/3/1,
904,41.8,N,0.000,mm,OK,--,15:18:28,2024/3/1,
905,41.9,N,0.000,mm,OK,--,15:18:28,2024/3/1,
906,41.9,N,0.000,mm,OK,--,15:18:28,2024/3/1,
907,42.0,N,0.000,mm,OK,--,15:18:29,2024/3/1,
908,42.1,N,0.000,mm,OK,--,15:18:29,2024/3/1,
909,42.1,N,0.000,mm,OK,--,15:18:29,2024/3/1,
910,42.2,N,0.000,mm,OK,--,15:18:29,2024/3/1,
911,42.2,N,0.000,mm,OK,--,15:18:29,2024/3/1,
912,42.2,N,0.000,mm,OK,--,15:18:29,2024/3/1,
913,42.3,N,0.000,mm,OK,--,15:18:29,2024/3/1,
914,42.4,N,0.000,mm,OK,--,15:18:29,2024/3/1,
915,42.4,N,0.000,mm,OK,--,15:18:29,2024/3/1,
916,42.4,N,0.000,mm,OK,--,15:18:29,2024/3/1,
917,42.5,N,0.000,mm,OK,--,15:18:30,2024/3/1,
918,42.5,N,0.000,mm,OK,--,15:18:30,2024/3/1,
919,42.6,N,0.000,mm,OK,--,15:18:30,2024/3/1,
920,42.6,N,0.000,mm,OK,--,15:18:30,2024/3/1,
921,42.7,N,0.000,mm,OK,--,15:18:30,2024/3/1,
922,42.7,N,0.000,mm,OK,--,15:18:30,2024/3/1,
923,42.8,N,0.000,mm,OK,--,15:18:30,2024/3/1,
924,42.8,N,0.000,mm,OK,--,15:18:30,2024/3/1,
925,42.9,N,0.000,mm,OK,--,15:18:30,2024/3/1,
926,42.9,N,0.000,mm,OK,--,15:18:30,2024/3/1,
927,42.9,N,0.000,mm,OK,--,15:18:31,2024/3/1,
928,43.0,N,0.000,mm,OK,--,15:18:31,2024/3/1,
929,43.1,N,0.000,mm,OK,--,15:18:31,2024/3/1,
930,43.1,N,0.000,mm,OK,--,15:18:31,2024/3/1,
931,43.2,N,0.000,mm,OK,--,15:18:31,2024/3/1,
932,43.2,N,0.000,mm,OK,--,15:18:31,2024/3/1,
933,43.3,N,0.000,mm,OK,--,15:18:31,2024/3/1,
934,43.3,N,0.000,mm,OK,--,15:18:31,2024/3/1,
935,43.4,N,0.000,mm,OK,--,15:18:31,2024/3/1,
936,43.4,N,0.000,mm,OK,--,15:18:31,2024/3/1,
937,43.5,N,0.000,mm,OK,--,15:18:32,2024/3/1,
938,43.6,N,0.000,mm,OK,--,15:18:32,2024/3/1,
939,43.6,N,0.000,mm,OK,--,15:18:32,2024/3/1,
940,43.6,N,0.000,mm,OK,--,15:18:32,2024/3/1,
941,43.7,N,0.000,mm,OK,--,15:18:32,2024/3/1,
942,43.7,N,0.000,mm,OK,--,15:18:32,2024/3/1,
943,43.8,N,0.000,mm,OK,--,15:18:32,2024/3/1,
944,43.8,N,0.000,mm,OK,--,15:18:32,2024/3/1,
945,43.9,N,0.000,mm,OK,--,15:18:32,2024/3/1,
946,43.9,N,0.000,mm,OK,--,15:18:32,2024/3/1,
947,44.0,N,0.000,mm,OK,--,15:18:33,2024/3/1,
948,44.1,N,0.000,mm,OK,--,15:18:33,2024/3/1,
949,44.1,N,0.000,mm,OK,--,15:18:33,2024/3/1,
950,44.1,N,0.000,mm,OK,--,15:18:33,2024/3/1,
951,44.2,N,0.000,mm,OK,--,15:18:33,2024/3/1,
952,44.2,N,0.000,mm,OK,--,15:18:33,2024/3/1,
953,44.3,N,0.000,mm,OK,--,15:18:33,2024/3/1,
954,44.3,N,0.000,mm,OK,--,15:18:33,2024/3/1,
955,44.3,N,0.000,mm,OK,--,15:18:33,2024/3/1,
956,44.4,N,0.000,mm,OK,--,15:18:34,2024/3/1,
957,44.5,N,0.000,mm,OK,--,15:18:34,2024/3/1,
958,44.6,N,0.000,mm,OK,--,15:18:34,2024/3/1,
959,44.6,N,0.000,mm,OK,--,15:18:34,2024/3/1,
960,44.6,N,0.000,mm,OK,--,15:18:34,2024/3/1,
961,44.7,N,0.000,mm,OK,--,15:18:34,2024/3/1,
962,44.7,N,0.000,mm,OK,--,15:18:34,2024/3/1,
963,44.8,N,0.000,mm,OK,--,15:18:34,2024/3/1,
964,44.8,N,0.000,mm,OK,--,15:18:34,2024/3/1,
965,44.9,N,0.000,mm,OK,--,15:18:35,2024/3/1,
966,45.0,N,0.000,mm,OK,--,15:18:35,2024/3/1,
967,45.1,N,0.000,mm,OK,--,15:18:35,2024/3/1,
968,45.1,N,0.000,mm,OK,--,15:18:35,2024/3/1,
969,45.2,N,0.000,mm,OK,--,15:18:35,2024/3/1,
970,45.2,N,0.000,mm,OK,--,15:18:35,2024/3/1,
971,45.3,N,0.000,mm,OK,--,15:18:35,2024/3/1,
972,45.3,N,0.000,mm,OK,--,15:18:35,2024/3/1,
973,45.3,N,0.000,mm,OK,--,15:18:35,2024/3/1,
974,45.4,N,0.000,mm,OK,--,15:18:35,2024/3/1,
975,45.4,N,0.000,mm,OK,--,15:18:35,2024/3/1,
976,45.5,N,0.000,mm,OK,--,15:18:36,2024/3/1,
977,45.5,N,0.000,mm,OK,--,15:18:36,2024/3/1,
978,45.5,N,0.000,mm,OK,--,15:18:36,2024/3/1,
979,45.6,N,0.000,mm,OK,--,15:18:36,2024/3/1,
980,45.7,N,0.000,mm,OK,--,15:18:36,2024/3/1,
981,45.7,N,0.000,mm,OK,--,15:18:36,2024/3/1,
982,45.7,N,0.000,mm,OK,--,15:18:36,2024/3/1,
983,45.8,N,0.000,mm,OK,--,15:18:36,2024/3/1,
984,45.9,N,0.000,mm,OK,--,15:18:36,2024/3/1,
985,45.9,N,0.000,mm,OK,--,15:18:36,2024/3/1,
986,46.0,N,0.000,mm,OK,--,15:18:36,2024/3/1,
987,46.0,N,0.000,mm,OK,--,15:18:37,2024/3/1,
988,46.0,N,0.000,mm,OK,--,15:18:37,2024/3/1,
989,46.1,N,0.000,mm,OK,--,15:18:37,2024/3/1,
990,46.2,N,0.000,mm,OK,--,15:18:37,2024/3/1,
991,46.2,N,0.000,mm,OK,--,15:18:37,2024/3/1,
992,46.2,N,0.000,mm,OK,--,15:18:37,2024/3/1,
993,46.3,N,0.000,mm,OK,--,15:18:37,2024/3/1,
994,46.4,N,0.000,mm,OK,--,15:18:37,2024/3/1,
995,46.4,N,0.000,mm,OK,--,15:18:37,2024/3/1,
996,46.5,N,0.000,mm,OK,--,15:18:37,2024/3/1,
997,46.5,N,0.000,mm,OK,--,15:18:38,2024/3/1,
998,46.6,N,0.000,mm,OK,--,15:18:38,2024/3/1,
999,46.6,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1000,46.6,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1001,46.7,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1002,46.7,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1003,46.8,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1004,46.8,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1005,46.8,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1006,46.9,N,0.000,mm,OK,--,15:18:38,2024/3/1,
1007,46.9,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1008,47.0,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1009,47.0,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1010,47.1,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1011,47.1,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1012,47.2,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1013,47.2,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1014,47.3,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1015,47.3,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1016,47.3,N,0.000,mm,OK,--,15:18:39,2024/3/1,
1017,47.4,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1018,47.4,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1019,47.5,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1020,47.5,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1021,47.5,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1022,47.6,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1023,47.7,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1024,47.7,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1025,47.8,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1026,47.8,N,0.000,mm,OK,--,15:18:40,2024/3/1,
1027,47.9,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1028,47.9,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1029,47.9,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1030,48.0,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1031,48.0,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1032,48.1,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1033,48.2,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1034,48.2,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1035,48.2,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1036,48.3,N,0.000,mm,OK,--,15:18:41,2024/3/1,
1037,48.3,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1038,48.4,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1039,48.4,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1040,48.4,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1041,48.5,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1042,48.5,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1043,48.6,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1044,48.6,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1045,48.6,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1046,48.7,N,0.000,mm,OK,--,15:18:42,2024/3/1,
1047,48.8,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1048,48.8,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1049,48.8,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1050,48.9,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1051,48.9,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1052,49.0,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1053,49.0,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1054,49.0,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1055,49.1,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1056,49.1,N,0.000,mm,OK,--,15:18:43,2024/3/1,
1057,49.2,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1058,49.3,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1059,49.3,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1060,49.3,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1061,49.4,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1062,49.4,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1063,49.5,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1064,49.5,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1065,49.5,N,0.000,mm,OK,--,15:18:44,2024/3/1,
1066,49.6,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1067,49.6,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1068,49.7,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1069,49.7,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1070,49.8,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1071,49.8,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1072,49.9,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1073,49.9,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1074,49.9,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1075,50.0,N,0.000,mm,OK,--,15:18:45,2024/3/1,
1076,50.0,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1077,50.0,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1078,50.1,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1079,50.1,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1080,50.2,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1081,50.2,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1082,50.2,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1083,50.3,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1084,50.3,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1085,50.4,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1086,50.4,N,0.000,mm,OK,--,15:18:46,2024/3/1,
1087,50.5,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1088,50.5,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1089,50.6,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1090,50.7,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1091,50.7,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1092,50.8,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1093,50.8,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1094,50.9,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1095,50.9,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1096,51.0,N,0.000,mm,OK,--,15:18:47,2024/3/1,
1097,51.0,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1098,51.0,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1099,51.1,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1100,51.1,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1101,51.2,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1102,51.2,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1103,51.3,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1104,51.3,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1105,51.3,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1106,51.4,N,0.000,mm,OK,--,15:18:48,2024/3/1,
1107,51.4,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1108,51.5,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1109,51.5,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1110,51.6,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1111,51.6,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1112,51.7,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1113,51.7,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1114,51.8,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1115,51.8,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1116,51.8,N,0.000,mm,OK,--,15:18:49,2024/3/1,
1117,51.9,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1118,51.9,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1119,52.0,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1120,52.0,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1121,52.0,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1122,52.1,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1123,52.1,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1124,52.2,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1125,52.2,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1126,52.3,N,0.000,mm,OK,--,15:18:50,2024/3/1,
1127,52.4,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1128,52.4,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1129,52.5,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1130,52.5,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1131,52.5,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1132,52.6,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1133,52.7,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1134,52.7,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1135,52.7,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1136,52.8,N,0.000,mm,OK,--,15:18:51,2024/3/1,
1137,52.9,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1138,52.9,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1139,52.9,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1140,53.0,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1141,53.0,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1142,53.1,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1143,53.1,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1144,53.1,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1145,53.2,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1146,53.2,N,0.000,mm,OK,--,15:18:52,2024/3/1,
1147,53.3,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1148,53.3,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1149,53.3,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1150,53.4,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1151,53.5,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1152,53.5,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1153,53.6,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1154,53.6,N,0.000,mm,OK,--,15:18:53,2024/3/1,
1155,53.7,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1156,53.7,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1157,53.7,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1158,53.8,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1159,53.8,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1160,53.9,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1161,53.9,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1162,54.0,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1163,54.0,N,0.000,mm,OK,--,15:18:54,2024/3/1,
1164,54.1,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1165,54.1,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1166,54.2,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1167,54.2,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1168,54.2,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1169,54.3,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1170,54.3,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1171,54.4,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1172,54.4,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1173,54.4,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1174,54.5,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1175,54.6,N,0.000,mm,OK,--,15:18:55,2024/3/1,
1176,54.6,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1177,54.6,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1178,54.7,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1179,54.8,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1180,54.8,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1181,54.8,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1182,54.9,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1183,54.9,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1184,55.0,N,0.000,mm,OK,--,15:18:56,2024/3/1,
1185,55.0,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1186,55.1,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1187,55.1,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1188,55.2,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1189,55.2,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1190,55.2,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1191,55.3,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1192,55.3,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1193,55.4,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1194,55.5,N,0.000,mm,OK,--,15:18:57,2024/3/1,
1195,55.5,N,0.000,mm,OK,--,15:18:58,2024/3/1,
1196,55.5,N,0.000,mm,OK,--,15:18:58,2024/3/1,
1197,55.6,N,0.000,mm,OK,--,15:18:58,2024/3/1,
1198,55.6,N,0.000,mm,OK,--,15:18:58,2024/3/1,
1199,55.7,N,0.000,mm,OK,--,15:18:59,2024/3/1,
1200,55.7,N,0.000,mm,OK,--,15:18:59,2024/3/1,
1201,55.8,N,0.000,mm,OK,--,15:18:59,2024/3/1,
1202,55.8,N,0.000,mm,OK,--,15:18:59,2024/3/1,
1203,55.9,N,0.000,mm,OK,--,15:18:59,2024/3/1,
1204,55.9,N,0.000,mm,OK,--,15:18:59,2024/3/1,
1205,56.0,N,0.000,mm,OK,--,15:18:59,2024/3/1,
