最大值,59.4,@,No.1283,,,,,,
最小值,-2.0,@,No.2232,,,,,,
平均值,20.01,,,,,,,,
次数,2493,,,,,,,,
NG次数,0,,,,,,,,
号码,力量,单位,位移,单位,合格判定,姿势,时间,日期,
396,14.5,N,0.000,mm,OK,--,15:17:37,2024/3/1,
397,14.5,N,0.000,mm,OK,--,15:17:38,2024/3/1,
398,14.6,N,0.000,mm,OK,--,15:17:38,2024/3/1,
399,14.6,N,0.000,mm,OK,--,15:17:38,2024/3/1,
400,14.6,N,0.000,mm,OK,--,15:17:38,2024/3/1,
401,14.7,N,0.000,mm,OK,--,15:17:38,2024/3/1,
402,14.7,N,0.000,mm,OK,--,15:17:38,2024/3/1,
403,14.7,N,0.000,mm,OK,--,15:17:38,2024/3/1,
404,14.8,N,0.000,mm,OK,--,15:17:38,2024/3/1,
405,14.8,N,0.000,mm,OK,--,15:17:38,2024/3/1,
406,14.8,N,0.000,mm,OK,--,15:17:38,2024/3/1,
407,14.9,N,0.000,mm,OK,--,15:17:39,2024/3/1,
408,14.9,N,0.000,mm,OK,--,15:17:39,2024/3/1,
409,14.9,N,0.000,mm,OK,--,15:17:39,2024/3/1,
410,15.0,N,0.000,mm,OK,--,15:17:39,2024/3/1,
411,15.0,N,0.000,mm,OK,--,15:17:39,2024/3/1,
412,15.1,N,0.000,mm,OK,--,15:17:39,2024/3/1,
413,15.1,N,0.000,mm,OK,--,15:17:39,2024/3/1,
414,15.1,N,0.000,mm,OK,--,15:17:39,2024/3/1,
415,15.2,N,0.000,mm,OK,--,15:17:39,2024/3/1,
416,15.2,N,0.000,mm,OK,--,15:17:39,2024/3/1,
417,15.3,N,0.000,mm,OK,--,15:17:40,2024/3/1,
418,15.3,N,0.000,mm,OK,--,15:17:40,2024/3/1,
419,15.4,N,0.000,mm,OK,--,15:17:40,2024/3/1,
420,15.4,N,0.000,mm,OK,--,15:17:40,2024/3/1,
421,15.5,N,0.000,mm,OK,--,15:17:40,2024/3/1,
422,15.5,N,0.000,mm,OK,--,15:17:40,2024/3/1,
423,15.6,N,0.000,mm,OK,--,15:17:40,2024/3/1,
424,15.6,N,0.000,mm,OK,--,15:17:40,2024/3/1,
425,15.7,N,0.000,mm,OK,--,15:17:41,2024/3/1,
426,15.8,N,0.000,mm,OK,--,15:17:41,2024/3/1,
427,15.8,N,0.000,mm,OK,--,15:17:41,2024/3/1,
428,15.8,N,0.000,mm,OK,--,15:17:41,2024/3/1,
429,15.9,N,0.000,mm,OK,--,15:17:41,2024/3/1,
430,16.0,N,0.000,mm,OK,--,15:17:41,2024/3/1,
431,16.0,N,0.000,mm,OK,--,15:17:41,2024/3/1,
432,16.1,N,0.000,mm,OK,--,15:17:41,2024/3/1,
433,16.1,N,0.000,mm,OK,--,15:17:41,2024/3/1,
434,16.2,N,0.000,mm,OK,--,15:17:41,2024/3/1,
435,16.2,N,0.000,mm,OK,--,15:17:42,2024/3/1,
436,16.3,N,0.000,mm,OK,--,15:17:42,2024/3/1,
437,16.3,N,0.000,mm,OK,--,15:17:42,2024/3/1,
438,16.4,N,0.000,mm,OK,--,15:17:42,2024/3/1,
439,16.4,N,0.000,mm,OK,--,15:17:42,2024/3/1,
440,16.5,N,0.000,mm,OK,--,15:17:42,2024/3/1,
441,16.5,N,0.000,mm,OK,--,15:17:42,2024/3/1,
442,16.5,N,0.000,mm,OK,--,15:17:42,2024/3/1,
443,16.6,N,0.000,mm,OK,--,15:17:42,2024/3/1,
444,16.7,N,0.000,mm,OK,--,15:17:42,2024/3/1,
445,16.7,N,0.000,mm,OK,--,15:17:43,2024/3/1,
446,16.8,N,0.000,mm,OK,--,15:17:43,2024/3/1,
447,16.8,N,0.000,mm,OK,--,15:17:43,2024/3/1,
448,16.9,N,0.000,mm,OK,--,15:17:43,2024/3/1,
449,16.9,N,0.000,mm,OK,--,15:17:43,2024/3/1,
450,17.0,N,0.000,mm,OK,--,15:17:43,2024/3/1,
451,17.0,N,0.000,mm,OK,--,15:17:43,2024/3/1,
452,17.1,N,0.000,mm,OK,--,15:17:43,2024/3/1,
453,17.2,N,0.000,mm,OK,--,15:17:43,2024/3/1,
454,17.2,N,0.000,mm,OK,--,15:17:43,2024/3/1,
455,17.3,N,0.000,mm,OK,--,15:17:43,2024/3/1,
456,17.3,N,0.000,mm,OK,--,15:17:43,2024/3/1,
457,17.4,N,0.000,mm,OK,--,15:17:44,2024/3/1,
458,17.4,N,0.000,mm,OK,--,15:17:44,2024/3/1,
459,17.5,N,0.000,mm,OK,--,15:17:44,2024/3/1,
460,17.5,N,0.000,mm,OK,--,15:17:44,2024/3/1,
461,17.6,N,0.000,mm,OK,--,15:17:44,2024/3/1,
462,17.7,N,0.000,mm,OK,--,15:17:44,2024/3/1,
463,17.7,N,0.000,mm,OK,--,15:17:44,2024/3/1,
464,17.7,N,0.000,mm,OK,--,15:17:44,2024/3/1,
465,17.8,N,0.000,mm,OK,--,15:17:44,2024/3/1,
466,17.8,N,0.000,mm,OK,--,15:17:44,2024/3/1,
467,17.9,N,0.000,mm,OK,--,15:17:45,2024/3/1,
468,18.0,N,0.000,mm,OK,--,15:17:45,2024/3/1,
469,18.0,N,0.000,mm,OK,--,15:17:45,2024/3/1,
470,18.1,N,0.000,mm,OK,--,15:17:45,2024/3/1,
471,18.1,N,0.000,mm,OK,--,15:17:45,2024/3/1,
472,18.2,N,0.000,mm,OK,--,15:17:45,2024/3/1,
473,18.2,N,0.000,mm,OK,--,15:17:45,2024/3/1,
474,18.3,N,0.000,mm,OK,--,15:17:45,2024/3/1,
475,18.3,N,0.000,mm,OK,--,15:17:45,2024/3/1,
476,18.4,N,0.000,mm,OK,--,15:17:46,2024/3/1,
477,18.5,N,0.000,mm,OK,--,15:17:46,2024/3/1,
478,18.5,N,0.000,mm,OK,--,15:17:46,2024/3/1,
479,18.6,N,0.000,mm,OK,--,15:17:46,2024/3/1,
480,18.6,N,0.000,mm,OK,--,15:17:46,2024/3/1,
481,18.7,N,0.000,mm,OK,--,15:17:46,2024/3/1,
482,18.7,N,0.000,mm,OK,--,15:17:46,2024/3/1,
483,18.8,N,0.000,mm,OK,--,15:17:46,2024/3/1,
484,18.8,N,0.000,mm,OK,--,15:17:46,2024/3/1,
485,18.9,N,0.000,mm,OK,--,15:17:46,2024/3/1,
486,18.9,N,0.000,mm,OK,--,15:17:47,2024/3/1,
487,19.0,N,0.000,mm,OK,--,15:17:47,2024/3/1,
488,19.0,N,0.000,mm,OK,--,15:17:47,2024/3/1,
489,19.1,N,0.000,mm,OK,--,15:17:47,2024/3/1,
490,19.2,N,0.000,mm,OK,--,15:17:47,2024/3/1,
491,19.2,N,0.000,mm,OK,--,15:17:47,2024/3/1,
492,19.3,N,0.000,mm,OK,--,15:17:47,2024/3/1,
493,19.3,N,0.000,mm,OK,--,15:17:47,2024/3/1,
494,19.4,N,0.000,mm,OK,--,15:17:47,2024/3/1,
495,19.5,N,0.000,mm,OK,--,15:17:47,2024/3/1,
496,19.5,N,0.000,mm,OK,--,15:17:47,2024/3/1,
497,19.5,N,0.000,mm,OK,--,15:17:48,2024/3/1,
498,19.6,N,0.000,mm,OK,--,15:17:48,2024/3/1,
499,19.7,N,0.000,mm,OK,--,15:17:48,2024/3/1,
500,19.7,N,0.000,mm,OK,--,15:17:48,2024/3/1,
501,19.8,N,0.000,mm,OK,--,15:17:48,2024/3/1,
502,19.8,N,0.000,mm,OK,--,15:17:48,2024/3/1,
503,19.8,N,0.000,mm,OK,--,15:17:48,2024/3/1,
504,19.9,N,0.000,mm,OK,--,15:17:48,2024/3/1,
505,20.0,N,0.000,mm,OK,--,15:17:48,2024/3/1,
506,20.0,N,0.000,mm,OK,--,15:17:48,2024/3/1,
507,20.0,N,0.000,mm,OK,--,15:17:49,2024/3/1,
508,20.1,N,0.000,mm,OK,--,15:17:49,2024/3/1,
509,20.2,N,0.000,mm,OK,--,15:17:49,2024/3/1,
510,20.2,N,0.000,mm,OK,--,15:17:49,2024/3/1,
511,20.3,N,0.000,mm,OK,--,15:17:49,2024/3/1,
512,20.3,N,0.000,mm,OK,--,15:17:49,2024/3/1,
513,20.4,N,0.000,mm,OK,--,15:17:49,2024/3/1,
514,20.4,N,0.000,mm,OK,--,15:17:49,2024/3/1,
515,20.5,N,0.000,mm,OK,--,15:17:49,2024/3/1,
516,20.5,N,0.000,mm,OK,--,15:17:50,2024/3/1,
517,20.6,N,0.000,mm,OK,--,15:17:50,2024/3/1,
518,20.6,N,0.000,mm,OK,--,15:17:50,2024/3/1,
519,20.7,N,0.000,mm,OK,--,15:17:50,2024/3/1,
520,20.8,N,0.000,mm,OK,--,15:17:50,2024/3/1,
521,20.8,N,0.000,mm,OK,--,15:17:50,2024/3/1,
522,20.9,N,0.000,mm,OK,--,15:17:50,2024/3/1,
523,20.9,N,0.000,mm,OK,--,15:17:50,2024/3/1,
524,21.0,N,0.000,mm,OK,--,15:17:50,2024/3/1,
525,21.0,N,0.000,mm,OK,--,15:17:50,2024/3/1,
526,21.1,N,0.000,mm,OK,--,15:17:51,2024/3/1,
527,21.1,N,0.000,mm,OK,--,15:17:51,2024/3/1,
528,21.2,N,0.000,mm,OK,--,15:17:51,2024/3/1,
529,21.2,N,0.000,mm,OK,--,15:17:51,2024/3/1,
530,21.3,N,0.000,mm,OK,--,15:17:51,2024/3/1,
531,21.3,N,0.000,mm,OK,--,15:17:51,2024/3/1,
532,21.4,N,0.000,mm,OK,--,15:17:51,2024/3/1,
533,21.4,N,0.000,mm,OK,--,15:17:51,2024/3/1,
534,21.5,N,0.000,mm,OK,--,15:17:51,2024/3/1,
535,21.5,N,0.000,mm,OK,--,15:17:51,2024/3/1,
536,21.6,N,0.000,mm,OK,--,15:17:52,2024/3/1,
537,21.6,N,0.000,mm,OK,--,15:17:52,2024/3/1,
538,21.7,N,0.000,mm,OK,--,15:17:52,2024/3/1,
539,21.7,N,0.000,mm,OK,--,15:17:52,2024/3/1,
540,21.7,N,0.000,mm,OK,--,15:17:52,2024/3/1,
541,21.8,N,0.000,mm,OK,--,15:17:52,2024/3/1,
542,21.8,N,0.000,mm,OK,--,15:17:52,2024/3/1,
543,21.9,N,0.000,mm,OK,--,15:17:52,2024/3/1,
544,21.9,N,0.000,mm,OK,--,15:17:52,2024/3/1,
545,22.0,N,0.000,mm,OK,--,15:17:52,2024/3/1,
546,22.1,N,0.000,mm,OK,--,15:17:53,2024/3/1,
547,22.1,N,0.000,mm,OK,--,15:17:53,2024/3/1,
548,22.2,N,0.000,mm,OK,--,15:17:53,2024/3/1,
549,22.2,N,0.000,mm,OK,--,15:17:53,2024/3/1,
550,22.2,N,0.000,mm,OK,--,15:17:53,2024/3/1,
551,22.3,N,0.000,mm,OK,--,15:17:53,2024/3/1,
552,22.4,N,0.000,mm,OK,--,15:17:53,2024/3/1,
553,22.4,N,0.000,mm,OK,--,15:17:53,2024/3/1,
554,22.4,N,0.000,mm,OK,--,15:17:53,2024/3/1,
555,22.5,N,0.000,mm,OK,--,15:17:53,2024/3/1,
556,22.6,N,0.000,mm,OK,--,15:17:53,2024/3/1,
557,22.6,N,0.000,mm,OK,--,15:17:54,2024/3/1,
558,22.6,N,0.000,mm,OK,--,15:17:54,2024/3/1,
559,22.7,N,0.000,mm,OK,--,15:17:54,2024/3/1,
560,22.7,N,0.000,mm,OK,--,15:17:54,2024/3/1,
561,22.8,N,0.000,mm,OK,--,15:17:54,2024/3/1,
562,22.9,N,0.000,mm,OK,--,15:17:54,2024/3/1,
563,22.9,N,0.000,mm,OK,--,15:17:54,2024/3/1,
564,23.0,N,0.000,mm,OK,--,15:17:54,2024/3/1,
565,23.0,N,0.000,mm,OK,--,15:17:54,2024/3/1,
566,23.1,N,0.000,mm,OK,--,15:17:54,2024/3/1,
567,23.1,N,0.000,mm,OK,--,15:17:55,2024/3/1,
568,23.2,N,0.000,mm,OK,--,15:17:55,2024/3/1,
569,23.2,N,0.000,mm,OK,--,15:17:55,2024/3/1,
570,23.3,N,0.000,mm,OK,--,15:17:55,2024/3/1,
571,23.3,N,0.000,mm,OK,--,15:17:55,2024/3/1,
572,23.4,N,0.000,mm,OK,--,15:17:55,2024/3/1,
573,23.4,N,0.000,mm,OK,--,15:17:55,2024/3/1,
574,23.5,N,0.000,mm,OK,--,15:17:55,2024/3/1,
575,23.6,N,0.000,mm,OK,--,15:17:55,2024/3/1,
576,23.6,N,0.000,mm,OK,--,15:17:55,2024/3/1,
577,23.7,N,0.000,mm,OK,--,15:17:56,2024/3/1,
578,23.7,N,0.000,mm,OK,--,15:17:56,2024/3/1,
579,23.8,N,0.000,mm,OK,--,15:17:56,2024/3/1,
580,23.9,N,0.000,mm,OK,--,15:17:56,2024/3/1,
581,23.9,N,0.000,mm,OK,--,15:17:56,2024/3/1,
582,24.0,N,0.000,mm,OK,--,15:17:56,2024/3/1,
583,24.0,N,0.000,mm,OK,--,15:17:56,2024/3/1,
584,24.1,N,0.000,mm,OK,--,15:17:56,2024/3/1,
585,24.2,N,0.000,mm,OK,--,15:17:56,2024/3/1,
586,24.2,N,0.000,mm,OK,--,15:17:56,2024/3/1,
587,24.3,N,0.000,mm,OK,--,15:17:57,2024/3/1,
588,24.3,N,0.000,mm,OK,--,15:17:57,2024/3/1,
589,24.4,N,0.000,mm,OK,--,15:17:57,2024/3/1,
590,24.5,N,0.000,mm,OK,--,15:17:57,2024/3/1,
591,24.5,N,0.000,mm,OK,--,15:17:57,2024/3/1,
592,24.6,N,0.000,mm,OK,--,15:17:57,2024/3/1,
593,24.6,N,0.000,mm,OK,--,15:17:57,2024/3/1,
594,24.7,N,0.000,mm,OK,--,15:17:57,2024/3/1,
595,24.8,N,0.000,mm,OK,--,15:17:57,2024/3/1,
596,24.8,N,0.000,mm,OK,--,15:17:57,2024/3/1,
597,24.9,N,0.000,mm,OK,--,15:17:58,2024/3/1,
598,24.9,N,0.000,mm,OK,--,15:17:58,2024/3/1,
599,25.0,N,0.000,mm,OK,--,15:17:58,2024/3/1,
600,25.1,N,0.000,mm,OK,--,15:17:58,2024/3/1,
601,25.1,N,0.000,mm,OK,--,15:17:58,2024/3/1,
602,25.2,N,0.000,mm,OK,--,15:17:58,2024/3/1,
603,25.3,N,0.000,mm,OK,--,15:17:58,2024/3/1,
604,25.3,N,0.000,mm,OK,--,15:17:58,2024/3/1,
605,25.4,N,0.000,mm,OK,--,15:17:58,2024/3/1,
606,25.4,N,0.000,mm,OK,--,15:17:58,2024/3/1,
607,25.5,N,0.000,mm,OK,--,15:17:59,2024/3/1,
608,25.6,N,0.000,mm,OK,--,15:17:59,2024/3/1,
609,25.6,N,0.000,mm,OK,--,15:17:59,2024/3/1,
610,25.7,N,0.000,mm,OK,--,15:17:59,2024/3/1,
611,25.7,N,0.000,mm,OK,--,15:17:59,2024/3/1,
612,25.8,N,0.000,mm,OK,--,15:17:59,2024/3/1,
613,25.9,N,0.000,mm,OK,--,15:17:59,2024/3/1,
614,25.9,N,0.000,mm,OK,--,15:17:59,2024/3/1,
615,26.0,N,0.000,mm,OK,--,15:18:00,2024/3/1,
616,26.0,N,0.000,mm,OK,--,15:18:00,2024/3/1,
617,26.1,N,0.000,mm,OK,--,15:18:00,2024/3/1,
618,26.1,N,0.000,mm,OK,--,15:18:00,2024/3/1,
619,26.2,N,0.000,mm,OK,--,15:18:00,2024/3/1,
620,26.3,N,0.000,mm,OK,--,15:18:00,2024/3/1,
621,26.3,N,0.000,mm,OK,--,15:18:00,2024/3/1,
622,26.4,N,0.000,mm,OK,--,15:18:00,2024/3/1,
623,26.5,N,0.000,mm,OK,--,15:18:00,2024/3/1,
624,26.6,N,0.000,mm,OK,--,15:18:00,2024/3/1,
625,26.6,N,0.000,mm,OK,--,15:18:00,2024/3/1,
626,26.7,N,0.000,mm,OK,--,15:18:01,2024/3/1,
627,26.7,N,0.000,mm,OK,--,15:18:01,2024/3/1,
628,26.8,N,0.000,mm,OK,--,15:18:01,2024/3/1,
629,26.9,N,0.000,mm,OK,--,15:18:01,2024/3/1,
630,26.9,N,0.000,mm,OK,--,15:18:01,2024/3/1,
631,27.0,N,0.000,mm,OK,--,15:18:01,2024/3/1,
632,27.1,N,0.000,mm,OK,--,15:18:01,2024/3/1,
633,27.1,N,0.000,mm,OK,--,15:18:01,2024/3/1,
634,27.2,N,0.000,mm,OK,--,15:18:01,2024/3/1,
635,27.2,N,0.000,mm,OK,--,15:18:01,2024/3/1,
636,27.3,N,0.000,mm,OK,--,15:18:01,2024/3/1,
637,27.4,N,0.000,mm,OK,--,15:18:02,2024/3/1,
638,27.5,N,0.000,mm,OK,--,15:18:02,2024/3/1,
639,27.5,N,0.000,mm,OK,--,15:18:02,2024/3/1,
640,27.6,N,0.000,mm,OK,--,15:18:02,2024/3/1,
641,27.6,N,0.000,mm,OK,--,15:18:02,2024/3/1,
642,27.7,N,0.000,mm,OK,--,15:18:02,2024/3/1,
643,27.8,N,0.000,mm,OK,--,15:18:02,2024/3/1,
644,27.8,N,0.000,mm,OK,--,15:18:02,2024/3/1,
645,27.9,N,0.000,mm,OK,--,15:18:02,2024/3/1,
646,28.0,N,0.000,mm,OK,--,15:18:02,2024/3/1,
647,28.0,N,0.000,mm,OK,--,15:18:03,2024/3/1,
648,28.1,N,0.000,mm,OK,--,15:18:03,2024/3/1,
649,28.1,N,0.000,mm,OK,--,15:18:03,2024/3/1,
650,28.2,N,0.000,mm,OK,--,15:18:03,2024/3/1,
651,28.3,N,0.000,mm,OK,--,15:18:03,2024/3/1,
652,28.3,N,0.000,mm,OK,--,15:18:03,2024/3/1,
653,28.4,N,0.000,mm,OK,--,15:18:03,2024/3/1,
654,28.4,N,0.000,mm,OK,--,15:18:03,2024/3/1,
655,28.5,N,0.000,mm,OK,--,15:18:03,2024/3/1,
656,28.5,N,0.000,mm,OK,--,15:18:03,2024/3/1,
657,28.6,N,0.000,mm,OK,--,15:18:04,2024/3/1,
658,28.7,N,0.000,mm,OK,--,15:18:04,2024/3/1,
659,28.7,N,0.000,mm,OK,--,15:18:04,2024/3/1,
660,28.8,N,0.000,mm,OK,--,15:18:04,2024/3/1,
661,28.9,N,0.000,mm,OK,--,15:18:04,2024/3/1,
662,28.9,N,0.000,mm,OK,--,15:18:04,2024/3/1,
663,29.0,N,0.000,mm,OK,--,15:18:04,2024/3/1,
664,29.0,N,0.000,mm,OK,--,15:18:04,2024/3/1,
665,29.1,N,0.000,mm,OK,--,15:18:04,2024/3/1,
666,29.2,N,0.000,mm,OK,--,15:18:04,2024/3/1,
667,29.2,N,0.000,mm,OK,--,15:18:05,2024/3/1,
668,29.3,N,0.000,mm,OK,--,15:18:05,2024/3/1,
669,29.3,N,0.000,mm,OK,--,15:18:05,2024/3/1,
670,29.4,N,0.000,mm,OK,--,15:18:05,2024/3/1,
671,29.5,N,0.000,mm,OK,--,15:18:05,2024/3/1,
672,29.5,N,0.000,mm,OK,--,15:18:05,2024/3/1,
673,29.6,N,0.000,mm,OK,--,15:18:05,2024/3/1,
674,29.6,N,0.000,mm,OK,--,15:18:05,2024/3/1,
675,29.7,N,0.000,mm,OK,--,15:18:05,2024/3/1,
676,29.8,N,0.000,mm,OK,--,15:18:05,2024/3/1,
677,29.8,N,0.000,mm,OK,--,15:18:06,2024/3/1,
678,29.9,N,0.000,mm,OK,--,15:18:06,2024/3/1,
679,29.9,N,0.000,mm,OK,--,15:18:06,2024/3/1,
680,30.0,N,0.000,mm,OK,--,15:18:06,2024/3/1,
681,30.1,N,0.000,mm,OK,--,15:18:06,2024/3/1,
682,30.1,N,0.000,mm,OK,--,15:18:06,2024/3/1,
683,30.1,N,0.000,mm,OK,--,15:18:06,2024/3/1,
684,30.2,N,0.000,mm,OK,--,15:18:06,2024/3/1,
685,30.3,N,0.000,mm,OK,--,15:18:06,2024/3/1,
686,30.3,N,0.000,mm,OK,--,15:18:06,2024/3/1,
687,30.4,N,0.000,mm,OK,--,15:18:07,2024/3/1,
688,30.4,N,0.000,mm,OK,--,15:18:07,2024/3/1,
689,30.5,N,0.000,mm,OK,--,15:18:07,2024/3/1,
690,30.6,N,0.000,mm,OK,--,15:18:07,2024/3/1,
691,30.7,N,0.000,mm,OK,--,15:18:07,2024/3/1,
692,30.7,N,0.000,mm,OK,--,15:18:07,2024/3/1,
693,30.7,N,0.000,mm,OK,--,15:18:07,2024/3/1,
694,30.8,N,0.000,mm,OK,--,15:18:07,2024/3/1,
695,30.9,N,0.000,mm,OK,--,15:18:07,2024/3/1,
696,30.9,N,0.000,mm,OK,--,15:18:07,2024/3/1,
697,31.0,N,0.000,mm,OK,--,15:18:08,2024/3/1,
698,31.0,N,0.000,mm,OK,--,15:18:08,2024/3/1,
699,31.1,N,0.000,mm,OK,--,15:18:08,2024/3/1,
700,31.1,N,0.000,mm,OK,--,15:18:08,2024/3/1,
701,31.2,N,0.000,mm,OK,--,15:18:08,2024/3/1,
702,31.2,N,0.000,mm,OK,--,15:18:08,2024/3/1,
703,31.3,N,0.000,mm,OK,--,15:18:08,2024/3/1,
704,31.4,N,0.000,mm,OK,--,15:18:08,2024/3/1,
705,31.4,N,0.000,mm,OK,--,15:18:08,2024/3/1,
706,31.5,N,0.000,mm,OK,--,15:18:08,2024/3/1,
707,31.5,N,0.000,mm,OK,--,15:18:09,2024/3/1,
708,31.6,N,0.000,mm,OK,--,15:18:09,2024/3/1,
709,31.7,N,0.000,mm,OK,--,15:18:09,2024/3/1,
710,31.7,N,0.000,mm,OK,--,15:18:09,2024/3/1,
711,31.8,N,0.000,mm,OK,--,15:18:09,2024/3/1,
712,31.8,N,0.000,mm,OK,--,15:18:09,2024/3/1,
713,31.9,N,0.000,mm,OK,--,15:18:09,2024/3/1,
714,31.9,N,0.000,mm,OK,--,15:18:09,2024/3/1,
715,32.0,N,0.000,mm,OK,--,15:18:09,2024/3/1,
716,32.0,N,0.000,mm,OK,--,15:18:09,2024/3/1,
717,32.1,N,0.000,mm,OK,--,15:18:10,2024/3/1,
718,32.1,N,0.000,mm,OK,--,15:18:10,2024/3/1,
719,32.2,N,0.000,mm,OK,--,15:18:10,2024/3/1,
720,32.3,N,0.000,mm,OK,--,15:18:10,2024/3/1,
721,32.3,N,0.000,mm,OK,--,15:18:10,2024/3/1,
722,32.3,N,0.000,mm,OK,--,15:18:10,2024/3/1,
723,32.4,N,0.000,mm,OK,--,15:18:10,2024/3/1,
724,32.5,N,0.000,mm,OK,--,15:18:10,2024/3/1,
725,32.5,N,0.000,mm,OK,--,15:18:10,2024/3/1,
726,32.5,N,0.000,mm,OK,--,15:18:10,2024/3/1,
727,32.6,N,0.000,mm,OK,--,15:18:11,2024/3/1,
728,32.7,N,0.000,mm,OK,--,15:18:11,2024/3/1,
729,32.8,N,0.000,mm,OK,--,15:18:11,2024/3/1,
730,32.8,N,0.000,mm,OK,--,15:18:11,2024/3/1,
731,32.9,N,0.000,mm,OK,--,15:18:11,2024/3/1,
732,32.9,N,0.000,mm,OK,--,15:18:11,2024/3/1,
733,33.0,N,0.000,mm,OK,--,15:18:11,2024/3/1,
734,33.0,N,0.000,mm,OK,--,15:18:11,2024/3/1,
735,33.1,N,0.000,mm,OK,--,15:18:11,2024/3/1,
736,33.1,N,0.000,mm,OK,--,15:18:12,2024/3/1,
737,33.2,N,0.000,mm,OK,--,15:18:12,2024/3/1,
738,33.3,N,0.000,mm,OK,--,15:18:12,2024/3/1,
739,33.3,N,0.000,mm,OK,--,15:18:12,2024/3/1,
740,33.3,N,0.000,mm,OK,--,15:18:12,2024/3/1,
741,33.4,N,0.000,mm,OK,--,15:18:12,2024/3/1,
742,33.4,N,0.000,mm,OK,--,15:18:12,2024/3/1,
743,33.5,N,0.000,mm,OK,--,15:18:12,2024/3/1,
744,33.5,N,0.000,mm,OK,--,15:18:12,2024/3/1,
745,33.6,N,0.000,mm,OK,--,15:18:12,2024/3/1,
746,33.6,N,0.000,mm,OK,--,15:18:13,2024/3/1,
747,33.7,N,0.000,mm,OK,--,15:18:13,2024/3/1,
748,33.8,N,0.000,mm,OK,--,15:18:13,2024/3/1,
749,33.8,N,0.000,mm,OK,--,15:18:13,2024/3/1,
750,33.8,N,0.000,mm,OK,--,15:18:13,2024/3/1,
751,33.9,N,0.000,mm,OK,--,15:18:13,2024/3/1,
752,34.0,N,0.000,mm,OK,--,15:18:13,2024/3/1,
753,34.0,N,0.000,mm,OK,--,15:18:13,2024/3/1,
754,34.0,N,0.000,mm,OK,--,15:18:13,2024/3/1,
755,34.1,N,0.000,mm,OK,--,15:18:14,2024/3/1,
756,34.2,N,0.000,mm,OK,--,15:18:14,2024/3/1,
757,34.3,N,0.000,mm,OK,--,15:18:14,2024/3/1,
758,34.3,N,0.000,mm,OK,--,15:18:14,2024/3/1,
759,34.3,N,0.000,mm,OK,--,15:18:14,2024/3/1,
760,34.4,N,0.000,mm,OK,--,15:18:14,2024/3/1,
761,34.4,N,0.000,mm,OK,--,15:18:14,2024/3/1,
762,34.5,N,0.000,mm,OK,--,15:18:14,2024/3/1,
763,34.5,N,0.000,mm,OK,--,15:18:14,2024/3/1,
764,34.6,N,0.000,mm,OK,--,15:18:14,2024/3/1,
765,34.6,N,0.000,mm,OK,--,15:18:14,2024/3/1,
766,34.7,N,0.000,mm,OK,--,15:18:14,2024/3/1,
767,34.8,N,0.000,mm,OK,--,15:18:15,2024/3/1,
768,34.8,N,0.000,mm,OK,--,15:18:15,2024/3/1,
769,34.9,N,0.000,mm,OK,--,15:18:15,2024/3/1,
770,34.9,N,0.000,mm,OK,--,15:18:15,2024/3/1,
771,35.0,N,0.000,mm,OK,--,15:18:15,2024/3/1,
772,35.0,N,0.000,mm,OK,--,15:18:15,2024/3/1,
773,35.1,N,0.000,mm,OK,--,15:18:15,2024/3/1,
774,35.1,N,0.000,mm,OK,--,15:18:15,2024/3/1,
775,35.2,N,0.000,mm,OK,--,15:18:15,2024/3/1,
776,35.3,N,0.000,mm,OK,--,15:18:15,2024/3/1,
777,35.3,N,0.000,mm,OK,--,15:18:16,2024/3/1,
778,35.4,N,0.000,mm,OK,--,15:18:16,2024/3/1,
779,35.4,N,0.000,mm,OK,--,15:18:16,2024/3/1,
780,35.5,N,0.000,mm,OK,--,15:18:16,2024/3/1,
781,35.5,N,0.000,mm,OK,--,15:18:16,2024/3/1,
782,35.6,N,0.000,mm,OK,--,15:18:16,2024/3/1,
783,35.6,N,0.000,mm,OK,--,15:18:16,2024/3/1,
784,35.7,N,0.000,mm,OK,--,15:18:16,2024/3/1,
785,35.7,N,0.000,mm,OK,--,15:18:16,2024/3/1,
786,35.8,N,0.000,mm,OK,--,15:18:16,2024/3/1,
787,35.8,N,0.000,mm,OK,--,15:18:17,2024/3/1,
788,35.8,N,0.000,mm,OK,--,15:18:17,2024/3/1,
789,35.9,N,0.000,mm,OK,--,15:18:17,2024/3/1,
790,36.0,N,0.000,mm,OK,--,15:18:17,2024/3/1,
791,36.0,N,0.000,mm,OK,--,15:18:17,2024/3/1,
792,36.0,N,0.000,mm,OK,--,15:18:17,2024/3/1,
793,36.1,N,0.000,mm,OK,--,15:18:17,2024/3/1,
794,36.2,N,0.000,mm,OK,--,15:18:17,2024/3/1,
795,36.2,N,0.000,mm,OK,--,15:18:17,2024/3/1,
796,36.3,N,0.000,mm,OK,--,15:18:18,2024/3/1,
797,36.3,N,0.000,mm,OK,--,15:18:18,2024/3/1,
798,36.3,N,0.000,mm,OK,--,15:18:18,2024/3/1,
799,36.4,N,0.000,mm,OK,--,15:18:18,2024/3/1,
800,36.5,N,0.000,mm,OK,--,15:18:18,2024/3/1,
801,36.5,N,0.000,mm,OK,--,15:18:18,2024/3/1,
802,36.6,N,0.000,mm,OK,--,15:18:18,2024/3/1,
803,36.6,N,0.000,mm,OK,--,15:18:18,2024/3/1,
