Displacement,force,Time,Time2
0.005,0.0,2024-03-02 20:56:05.667813,1709380565668
0.01,834.9567999999999,2024-03-02 20:56:05.731133,1709380565731
0.015,0.0,2024-03-02 20:56:05.794110,1709380565794
0.02,842.5664,2024-03-02 20:56:05.858111,1709380565858
0.025,0.0,2024-03-02 20:56:05.921423,1709380565921
0.030000000000000002,858.048,2024-03-02 20:56:05.984693,1709380565985
0.035,0.0,2024-03-02 20:56:06.048252,1709380566048
0.04,650.2271999999999,2024-03-02 20:56:06.096087,1709380566096
0.045,768.176,2024-03-02 20:56:06.159165,1709380566159
0.049999999999999996,0.0,2024-03-02 20:56:06.222576,1709380566223
0.05499999999999999,831.0208,2024-03-02 20:56:06.285266,1709380566285
0.05999999999999999,0.0,2024-03-02 20:56:06.332937,1709380566333
0.06499999999999999,859.2288000000001,2024-03-02 20:56:06.396006,1709380566396
0.06999999999999999,8.9216,2024-03-02 20:56:06.459515,1709380566460
0.075,705.3312,2024-03-02 20:56:06.523517,1709380566524
0.08,2.624,2024-03-02 20:56:06.587502,1709380566588
0.085,537.3952,2024-03-02 20:56:06.650850,1709380566651
0.09000000000000001,834.9567999999999,2024-03-02 20:56:06.697571,1709380566698
0.09500000000000001,0.0,2024-03-02 20:56:06.760900,1709380566761
0.10000000000000002,837.4495999999999,2024-03-02 20:56:06.824510,1709380566825
0.10500000000000002,0.0,2024-03-02 20:56:06.887054,1709380566887
0.11000000000000003,745.0848,2024-03-02 20:56:06.934685,1709380566935
0.11500000000000003,373.26399999999995,2024-03-02 20:56:06.998223,1709380566998
0.12000000000000004,580.9536,2024-03-02 20:56:07.061458,1709380567061
0.12500000000000003,822.0992000000001,2024-03-02 20:56:07.124979,1709380567125
0.13000000000000003,0.0,2024-03-02 20:56:07.187529,1709380567188
0.13500000000000004,837.4495999999999,2024-03-02 20:56:07.250987,1709380567251
0.14000000000000004,0.0,2024-03-02 20:56:07.298371,1709380567298
0.14500000000000005,749.0208,2024-03-02 20:56:07.361462,1709380567361
0.15000000000000005,0.0,2024-03-02 20:56:07.424660,1709380567425
0.15500000000000005,620.7072000000001,2024-03-02 20:56:07.487635,1709380567488
0.16000000000000006,10.2336,2024-03-02 20:56:07.551224,1709380567551
0.16500000000000006,0.0,2024-03-02 20:56:07.598033,1709380567598
0.17000000000000007,836.1376,2024-03-02 20:56:07.646225,1709380567646
0.17500000000000007,0.0,2024-03-02 20:56:07.709638,1709380567710
0.18000000000000008,765.6832,2024-03-02 20:56:07.773098,1709380567773
0.18500000000000008,282.2112,2024-03-02 20:56:07.836123,1709380567836
0.19000000000000009,705.3312,2024-03-02 20:56:07.899649,1709380567900
0.1950000000000001,831.0208,2024-03-02 20:56:07.947153,1709380567947
0.2000000000000001,44.870400000000004,2024-03-02 20:56:08.010471,1709380568010
0.2050000000000001,838.7615999999999,2024-03-02 20:56:08.058406,1709380568058
0.2100000000000001,0.0,2024-03-02 20:56:08.121439,1709380568121
0.2150000000000001,855.424,2024-03-02 20:56:08.184127,1709380568184
0.2200000000000001,225.664,2024-03-02 20:56:08.247223,1709380568247
0.22500000000000012,244.9504,2024-03-02 20:56:08.309644,1709380568310
0.23000000000000012,414.1984,2024-03-02 20:56:08.372982,1709380568373
0.23500000000000013,93.6768,2024-03-02 20:56:08.436106,1709380568436
0.24000000000000013,824.592,2024-03-02 20:56:08.498602,1709380568499
0.24500000000000013,0.0,2024-03-02 20:56:08.561776,1709380568562
0.2500000000000001,837.4495999999999,2024-03-02 20:56:08.624825,1709380568625
0.2550000000000001,0.0,2024-03-02 20:56:08.687443,1709380568687
0.2600000000000001,831.0208,2024-03-02 20:56:08.750923,1709380568751
0.2650000000000001,324.4576,2024-03-02 20:56:08.798444,1709380568798
0.27000000000000013,682.24,2024-03-02 20:56:08.861593,1709380568862
0.27500000000000013,447.6544,2024-03-02 20:56:08.924691,1709380568925
0.28000000000000014,0.0,2024-03-02 20:56:08.987308,1709380568987
0.28500000000000014,595.1232,2024-03-02 20:56:09.050400,1709380569050
0.29000000000000015,0.0,2024-03-02 20:56:09.097199,1709380569097
0.29500000000000015,858.048,2024-03-02 20:56:09.160352,1709380569160
0.30000000000000016,0.0,2024-03-02 20:56:09.223573,1709380569224
0.30500000000000016,823.4112,2024-03-02 20:56:09.286913,1709380569287
0.31000000000000016,450.1472,2024-03-02 20:56:09.350008,1709380569350
0.31500000000000017,770.8000000000001,2024-03-02 20:56:09.412694,1709380569413
0.3200000000000002,547.6288,2024-03-02 20:56:09.476105,1709380569476
0.3250000000000002,0.0,2024-03-02 20:56:09.539055,1709380569539
0.3300000000000002,678.4352,2024-03-02 20:56:09.601560,1709380569602
0.3350000000000002,0.0,2024-03-02 20:56:09.664226,1709380569664
0.3400000000000002,843.8783999999999,2024-03-02 20:56:09.727136,1709380569727
0.3450000000000002,0.0,2024-03-02 20:56:09.789763,1709380569790
0.3500000000000002,884.944,2024-03-02 20:56:09.853244,1709380569853
0.3550000000000002,509.1872,2024-03-02 20:56:09.900094,1709380569900
0.3600000000000002,734.8512000000001,2024-03-02 20:56:09.963470,1709380569963
0.3650000000000002,650.2271999999999,2024-03-02 20:56:10.026717,1709380570027
0.3700000000000002,0.0,2024-03-02 20:56:10.074832,1709380570075
0.3750000000000002,845.1904,2024-03-02 20:56:10.138459,1709380570138
0.3800000000000002,0.0,2024-03-02 20:56:10.201062,1709380570201
0.38500000000000023,840.0735999999999,2024-03-02 20:56:10.264474,1709380570264
0.39000000000000024,15.3504,2024-03-02 20:56:10.327661,1709380570328
0.39500000000000024,0.0,2024-03-02 20:56:10.375142,1709380570375
0.40000000000000024,330.8864,2024-03-02 20:56:10.438322,1709380570438
0.40500000000000025,0.0,2024-03-02 20:56:10.501326,1709380570501
0.41000000000000025,836.1376,2024-03-02 20:56:10.549449,1709380570549
0.41500000000000026,0.0,2024-03-02 20:56:10.612022,1709380570612
0.42000000000000026,815.6704000000001,2024-03-02 20:56:10.676040,1709380570676
0.42500000000000027,0.0,2024-03-02 20:56:10.738823,1709380570739
0.43000000000000027,797.696,2024-03-02 20:56:10.802371,1709380570802
0.4350000000000003,252.69119999999998,2024-03-02 20:56:10.867628,1709380570868
