最大值,35.6,@,No.1258,,,,,,
最小值,-2.7,@,No.2213,,,,,,
平均值,12.71,,,,,,,,
次数,2494,,,,,,,,
NG次数,0,,,,,,,,
号码,力量,单位,位移,单位,合格判定,姿势,时间,日期,
403,18.8,N,0.000,mm,OK,--,20:56:38,2024/3/2,
404,18.9,N,0.000,mm,OK,--,20:56:38,2024/3/2,
405,18.9,N,0.000,mm,OK,--,20:56:38,2024/3/2,
406,18.9,N,0.000,mm,OK,--,20:56:38,2024/3/2,
407,19.0,N,0.000,mm,OK,--,20:56:38,2024/3/2,
408,19.0,N,0.000,mm,OK,--,20:56:39,2024/3/2,
409,19.1,N,0.000,mm,OK,--,20:56:39,2024/3/2,
410,19.1,N,0.000,mm,OK,--,20:56:39,2024/3/2,
411,19.2,N,0.000,mm,OK,--,20:56:39,2024/3/2,
412,19.2,N,0.000,mm,OK,--,20:56:39,2024/3/2,
413,19.3,N,0.000,mm,OK,--,20:56:39,2024/3/2,
414,19.3,N,0.000,mm,OK,--,20:56:39,2024/3/2,
415,19.4,N,0.000,mm,OK,--,20:56:39,2024/3/2,
416,19.4,N,0.000,mm,OK,--,20:56:39,2024/3/2,
417,19.5,N,0.000,mm,OK,--,20:56:39,2024/3/2,
418,19.5,N,0.000,mm,OK,--,20:56:40,2024/3/2,
419,19.5,N,0.000,mm,OK,--,20:56:40,2024/3/2,
420,19.5,N,0.000,mm,OK,--,20:56:40,2024/3/2,
421,19.6,N,0.000,mm,OK,--,20:56:40,2024/3/2,
422,19.6,N,0.000,mm,OK,--,20:56:40,2024/3/2,
423,19.7,N,0.000,mm,OK,--,20:56:40,2024/3/2,
424,19.7,N,0.000,mm,OK,--,20:56:40,2024/3/2,
425,19.8,N,0.000,mm,OK,--,20:56:40,2024/3/2,
426,19.8,N,0.000,mm,OK,--,20:56:40,2024/3/2,
427,19.8,N,0.000,mm,OK,--,20:56:40,2024/3/2,
428,19.9,N,0.000,mm,OK,--,20:56:41,2024/3/2,
429,19.9,N,0.000,mm,OK,--,20:56:41,2024/3/2,
430,19.9,N,0.000,mm,OK,--,20:56:41,2024/3/2,
431,20.0,N,0.000,mm,OK,--,20:56:41,2024/3/2,
432,20.1,N,0.000,mm,OK,--,20:56:41,2024/3/2,
433,20.1,N,0.000,mm,OK,--,20:56:41,2024/3/2,
434,20.1,N,0.000,mm,OK,--,20:56:41,2024/3/2,
435,20.1,N,0.000,mm,OK,--,20:56:41,2024/3/2,
436,20.2,N,0.000,mm,OK,--,20:56:41,2024/3/2,
437,20.2,N,0.000,mm,OK,--,20:56:41,2024/3/2,
438,20.2,N,0.000,mm,OK,--,20:56:42,2024/3/2,
439,20.3,N,0.000,mm,OK,--,20:56:42,2024/3/2,
440,20.3,N,0.000,mm,OK,--,20:56:42,2024/3/2,
441,20.4,N,0.000,mm,OK,--,20:56:42,2024/3/2,
442,20.4,N,0.000,mm,OK,--,20:56:42,2024/3/2,
443,20.4,N,0.000,mm,OK,--,20:56:42,2024/3/2,
444,20.5,N,0.000,mm,OK,--,20:56:42,2024/3/2,
445,20.5,N,0.000,mm,OK,--,20:56:42,2024/3/2,
446,20.6,N,0.000,mm,OK,--,20:56:42,2024/3/2,
447,20.6,N,0.000,mm,OK,--,20:56:42,2024/3/2,
448,20.6,N,0.000,mm,OK,--,20:56:43,2024/3/2,
449,20.7,N,0.000,mm,OK,--,20:56:43,2024/3/2,
450,20.7,N,0.000,mm,OK,--,20:56:43,2024/3/2,
451,20.8,N,0.000,mm,OK,--,20:56:43,2024/3/2,
452,20.8,N,0.000,mm,OK,--,20:56:43,2024/3/2,
453,20.8,N,0.000,mm,OK,--,20:56:43,2024/3/2,
454,20.9,N,0.000,mm,OK,--,20:56:43,2024/3/2,
455,20.9,N,0.000,mm,OK,--,20:56:43,2024/3/2,
456,20.9,N,0.000,mm,OK,--,20:56:43,2024/3/2,
457,20.9,N,0.000,mm,OK,--,20:56:43,2024/3/2,
458,21.0,N,0.000,mm,OK,--,20:56:44,2024/3/2,
459,21.0,N,0.000,mm,OK,--,20:56:44,2024/3/2,
460,21.1,N,0.000,mm,OK,--,20:56:44,2024/3/2,
461,21.1,N,0.000,mm,OK,--,20:56:44,2024/3/2,
462,21.1,N,0.000,mm,OK,--,20:56:44,2024/3/2,
463,21.1,N,0.000,mm,OK,--,20:56:44,2024/3/2,
464,21.2,N,0.000,mm,OK,--,20:56:44,2024/3/2,
465,21.2,N,0.000,mm,OK,--,20:56:44,2024/3/2,
466,21.2,N,0.000,mm,OK,--,20:56:44,2024/3/2,
467,21.3,N,0.000,mm,OK,--,20:56:44,2024/3/2,
468,21.3,N,0.000,mm,OK,--,20:56:45,2024/3/2,
469,21.4,N,0.000,mm,OK,--,20:56:45,2024/3/2,
470,21.4,N,0.000,mm,OK,--,20:56:45,2024/3/2,
471,21.4,N,0.000,mm,OK,--,20:56:45,2024/3/2,
472,21.4,N,0.000,mm,OK,--,20:56:45,2024/3/2,
473,21.4,N,0.000,mm,OK,--,20:56:45,2024/3/2,
474,21.5,N,0.000,mm,OK,--,20:56:45,2024/3/2,
475,21.5,N,0.000,mm,OK,--,20:56:45,2024/3/2,
476,21.5,N,0.000,mm,OK,--,20:56:45,2024/3/2,
477,21.5,N,0.000,mm,OK,--,20:56:45,2024/3/2,
478,21.6,N,0.000,mm,OK,--,20:56:46,2024/3/2,
479,21.6,N,0.000,mm,OK,--,20:56:46,2024/3/2,
480,21.6,N,0.000,mm,OK,--,20:56:46,2024/3/2,
481,21.6,N,0.000,mm,OK,--,20:56:46,2024/3/2,
482,21.7,N,0.000,mm,OK,--,20:56:46,2024/3/2,
483,21.7,N,0.000,mm,OK,--,20:56:46,2024/3/2,
484,21.7,N,0.000,mm,OK,--,20:56:46,2024/3/2,
485,21.7,N,0.000,mm,OK,--,20:56:46,2024/3/2,
486,21.8,N,0.000,mm,OK,--,20:56:46,2024/3/2,
487,21.8,N,0.000,mm,OK,--,20:56:46,2024/3/2,
488,21.8,N,0.000,mm,OK,--,20:56:47,2024/3/2,
489,21.9,N,0.000,mm,OK,--,20:56:47,2024/3/2,
490,21.9,N,0.000,mm,OK,--,20:56:47,2024/3/2,
491,21.9,N,0.000,mm,OK,--,20:56:47,2024/3/2,
492,21.9,N,0.000,mm,OK,--,20:56:47,2024/3/2,
493,22.0,N,0.000,mm,OK,--,20:56:47,2024/3/2,
494,22.0,N,0.000,mm,OK,--,20:56:47,2024/3/2,
495,22.0,N,0.000,mm,OK,--,20:56:47,2024/3/2,
496,22.0,N,0.000,mm,OK,--,20:56:47,2024/3/2,
497,22.0,N,0.000,mm,OK,--,20:56:47,2024/3/2,
498,22.1,N,0.000,mm,OK,--,20:56:48,2024/3/2,
499,22.1,N,0.000,mm,OK,--,20:56:48,2024/3/2,
500,22.1,N,0.000,mm,OK,--,20:56:48,2024/3/2,
501,22.1,N,0.000,mm,OK,--,20:56:48,2024/3/2,
502,22.2,N,0.000,mm,OK,--,20:56:48,2024/3/2,
503,22.2,N,0.000,mm,OK,--,20:56:48,2024/3/2,
504,22.2,N,0.000,mm,OK,--,20:56:48,2024/3/2,
505,22.2,N,0.000,mm,OK,--,20:56:48,2024/3/2,
506,22.2,N,0.000,mm,OK,--,20:56:48,2024/3/2,
507,22.3,N,0.000,mm,OK,--,20:56:48,2024/3/2,
508,22.3,N,0.000,mm,OK,--,20:56:49,2024/3/2,
509,22.3,N,0.000,mm,OK,--,20:56:49,2024/3/2,
510,22.4,N,0.000,mm,OK,--,20:56:49,2024/3/2,
511,22.4,N,0.000,mm,OK,--,20:56:49,2024/3/2,
512,22.4,N,0.000,mm,OK,--,20:56:49,2024/3/2,
513,22.4,N,0.000,mm,OK,--,20:56:49,2024/3/2,
514,22.4,N,0.000,mm,OK,--,20:56:49,2024/3/2,
515,22.5,N,0.000,mm,OK,--,20:56:49,2024/3/2,
516,22.5,N,0.000,mm,OK,--,20:56:49,2024/3/2,
517,22.6,N,0.000,mm,OK,--,20:56:49,2024/3/2,
518,22.6,N,0.000,mm,OK,--,20:56:50,2024/3/2,
519,22.6,N,0.000,mm,OK,--,20:56:50,2024/3/2,
520,22.6,N,0.000,mm,OK,--,20:56:50,2024/3/2,
521,22.7,N,0.000,mm,OK,--,20:56:50,2024/3/2,
522,22.7,N,0.000,mm,OK,--,20:56:50,2024/3/2,
523,22.7,N,0.000,mm,OK,--,20:56:50,2024/3/2,
524,22.7,N,0.000,mm,OK,--,20:56:50,2024/3/2,
525,22.8,N,0.000,mm,OK,--,20:56:50,2024/3/2,
526,22.8,N,0.000,mm,OK,--,20:56:50,2024/3/2,
527,22.8,N,0.000,mm,OK,--,20:56:50,2024/3/2,
528,22.9,N,0.000,mm,OK,--,20:56:51,2024/3/2,
529,22.9,N,0.000,mm,OK,--,20:56:51,2024/3/2,
530,22.9,N,0.000,mm,OK,--,20:56:51,2024/3/2,
531,22.9,N,0.000,mm,OK,--,20:56:51,2024/3/2,
532,22.9,N,0.000,mm,OK,--,20:56:51,2024/3/2,
533,22.9,N,0.000,mm,OK,--,20:56:51,2024/3/2,
534,23.0,N,0.000,mm,OK,--,20:56:51,2024/3/2,
535,23.0,N,0.000,mm,OK,--,20:56:51,2024/3/2,
536,23.1,N,0.000,mm,OK,--,20:56:51,2024/3/2,
537,23.1,N,0.000,mm,OK,--,20:56:51,2024/3/2,
538,23.1,N,0.000,mm,OK,--,20:56:52,2024/3/2,
539,23.1,N,0.000,mm,OK,--,20:56:52,2024/3/2,
540,23.2,N,0.000,mm,OK,--,20:56:52,2024/3/2,
541,23.2,N,0.000,mm,OK,--,20:56:52,2024/3/2,
542,23.2,N,0.000,mm,OK,--,20:56:52,2024/3/2,
543,23.2,N,0.000,mm,OK,--,20:56:52,2024/3/2,
544,23.3,N,0.000,mm,OK,--,20:56:52,2024/3/2,
545,23.3,N,0.000,mm,OK,--,20:56:52,2024/3/2,
546,23.3,N,0.000,mm,OK,--,20:56:52,2024/3/2,
547,23.3,N,0.000,mm,OK,--,20:56:52,2024/3/2,
548,23.3,N,0.000,mm,OK,--,20:56:53,2024/3/2,
549,23.4,N,0.000,mm,OK,--,20:56:53,2024/3/2,
550,23.4,N,0.000,mm,OK,--,20:56:53,2024/3/2,
551,23.4,N,0.000,mm,OK,--,20:56:53,2024/3/2,
552,23.4,N,0.000,mm,OK,--,20:56:53,2024/3/2,
553,23.4,N,0.000,mm,OK,--,20:56:53,2024/3/2,
554,23.5,N,0.000,mm,OK,--,20:56:53,2024/3/2,
555,23.5,N,0.000,mm,OK,--,20:56:53,2024/3/2,
556,23.6,N,0.000,mm,OK,--,20:56:53,2024/3/2,
557,23.6,N,0.000,mm,OK,--,20:56:53,2024/3/2,
558,23.6,N,0.000,mm,OK,--,20:56:54,2024/3/2,
559,23.6,N,0.000,mm,OK,--,20:56:54,2024/3/2,
560,23.6,N,0.000,mm,OK,--,20:56:54,2024/3/2,
561,23.6,N,0.000,mm,OK,--,20:56:54,2024/3/2,
562,23.6,N,0.000,mm,OK,--,20:56:54,2024/3/2,
563,23.7,N,0.000,mm,OK,--,20:56:54,2024/3/2,
564,23.7,N,0.000,mm,OK,--,20:56:54,2024/3/2,
565,23.7,N,0.000,mm,OK,--,20:56:54,2024/3/2,
566,23.8,N,0.000,mm,OK,--,20:56:54,2024/3/2,
567,23.8,N,0.000,mm,OK,--,20:56:54,2024/3/2,
568,23.8,N,0.000,mm,OK,--,20:56:55,2024/3/2,
569,23.8,N,0.000,mm,OK,--,20:56:55,2024/3/2,
570,23.9,N,0.000,mm,OK,--,20:56:55,2024/3/2,
571,23.9,N,0.000,mm,OK,--,20:56:55,2024/3/2,
572,23.9,N,0.000,mm,OK,--,20:56:55,2024/3/2,
573,23.9,N,0.000,mm,OK,--,20:56:55,2024/3/2,
574,24.0,N,0.000,mm,OK,--,20:56:55,2024/3/2,
575,24.0,N,0.000,mm,OK,--,20:56:55,2024/3/2,
576,24.0,N,0.000,mm,OK,--,20:56:55,2024/3/2,
577,24.0,N,0.000,mm,OK,--,20:56:55,2024/3/2,
578,24.1,N,0.000,mm,OK,--,20:56:56,2024/3/2,
579,24.1,N,0.000,mm,OK,--,20:56:56,2024/3/2,
580,24.1,N,0.000,mm,OK,--,20:56:56,2024/3/2,
581,24.1,N,0.000,mm,OK,--,20:56:56,2024/3/2,
582,24.1,N,0.000,mm,OK,--,20:56:56,2024/3/2,
583,24.2,N,0.000,mm,OK,--,20:56:56,2024/3/2,
584,24.2,N,0.000,mm,OK,--,20:56:56,2024/3/2,
585,24.2,N,0.000,mm,OK,--,20:56:56,2024/3/2,
586,24.2,N,0.000,mm,OK,--,20:56:56,2024/3/2,
587,24.3,N,0.000,mm,OK,--,20:56:56,2024/3/2,
588,24.3,N,0.000,mm,OK,--,20:56:57,2024/3/2,
589,24.3,N,0.000,mm,OK,--,20:56:57,2024/3/2,
590,24.3,N,0.000,mm,OK,--,20:56:57,2024/3/2,
591,24.3,N,0.000,mm,OK,--,20:56:57,2024/3/2,
592,24.4,N,0.000,mm,OK,--,20:56:57,2024/3/2,
593,24.4,N,0.000,mm,OK,--,20:56:57,2024/3/2,
594,24.4,N,0.000,mm,OK,--,20:56:57,2024/3/2,
595,24.4,N,0.000,mm,OK,--,20:56:57,2024/3/2,
596,24.4,N,0.000,mm,OK,--,20:56:57,2024/3/2,
597,24.4,N,0.000,mm,OK,--,20:56:57,2024/3/2,
598,24.5,N,0.000,mm,OK,--,20:56:58,2024/3/2,
599,24.5,N,0.000,mm,OK,--,20:56:58,2024/3/2,
600,24.5,N,0.000,mm,OK,--,20:56:58,2024/3/2,
601,24.5,N,0.000,mm,OK,--,20:56:58,2024/3/2,
602,24.6,N,0.000,mm,OK,--,20:56:58,2024/3/2,
603,24.6,N,0.000,mm,OK,--,20:56:58,2024/3/2,
604,24.6,N,0.000,mm,OK,--,20:56:58,2024/3/2,
605,24.6,N,0.000,mm,OK,--,20:56:58,2024/3/2,
606,24.6,N,0.000,mm,OK,--,20:56:58,2024/3/2,
607,24.7,N,0.000,mm,OK,--,20:56:58,2024/3/2,
608,24.7,N,0.000,mm,OK,--,20:56:59,2024/3/2,
609,24.7,N,0.000,mm,OK,--,20:56:59,2024/3/2,
610,24.7,N,0.000,mm,OK,--,20:56:59,2024/3/2,
611,24.8,N,0.000,mm,OK,--,20:56:59,2024/3/2,
612,24.8,N,0.000,mm,OK,--,20:56:59,2024/3/2,
613,24.8,N,0.000,mm,OK,--,20:56:59,2024/3/2,
614,24.8,N,0.000,mm,OK,--,20:56:59,2024/3/2,
615,24.9,N,0.000,mm,OK,--,20:56:59,2024/3/2,
616,24.9,N,0.000,mm,OK,--,20:56:59,2024/3/2,
617,24.9,N,0.000,mm,OK,--,20:56:59,2024/3/2,
618,24.9,N,0.000,mm,OK,--,20:57:00,2024/3/2,
619,25.0,N,0.000,mm,OK,--,20:57:00,2024/3/2,
620,25.0,N,0.000,mm,OK,--,20:57:00,2024/3/2,
621,25.0,N,0.000,mm,OK,--,20:57:00,2024/3/2,
622,25.0,N,0.000,mm,OK,--,20:57:00,2024/3/2,
623,25.1,N,0.000,mm,OK,--,20:57:00,2024/3/2,
624,25.1,N,0.000,mm,OK,--,20:57:00,2024/3/2,
625,25.1,N,0.000,mm,OK,--,20:57:00,2024/3/2,
626,25.1,N,0.000,mm,OK,--,20:57:00,2024/3/2,
627,25.1,N,0.000,mm,OK,--,20:57:00,2024/3/2,
628,25.2,N,0.000,mm,OK,--,20:57:01,2024/3/2,
629,25.2,N,0.000,mm,OK,--,20:57:01,2024/3/2,
630,25.2,N,0.000,mm,OK,--,20:57:01,2024/3/2,
631,25.2,N,0.000,mm,OK,--,20:57:01,2024/3/2,
632,25.3,N,0.000,mm,OK,--,20:57:01,2024/3/2,
633,25.3,N,0.000,mm,OK,--,20:57:01,2024/3/2,
634,25.3,N,0.000,mm,OK,--,20:57:01,2024/3/2,
635,25.3,N,0.000,mm,OK,--,20:57:01,2024/3/2,
636,25.3,N,0.000,mm,OK,--,20:57:01,2024/3/2,
637,25.4,N,0.000,mm,OK,--,20:57:01,2024/3/2,
638,25.4,N,0.000,mm,OK,--,20:57:02,2024/3/2,
639,25.4,N,0.000,mm,OK,--,20:57:02,2024/3/2,
640,25.4,N,0.000,mm,OK,--,20:57:02,2024/3/2,
641,25.5,N,0.000,mm,OK,--,20:57:02,2024/3/2,
642,25.5,N,0.000,mm,OK,--,20:57:02,2024/3/2,
643,25.5,N,0.000,mm,OK,--,20:57:02,2024/3/2,
644,25.5,N,0.000,mm,OK,--,20:57:02,2024/3/2,
645,25.5,N,0.000,mm,OK,--,20:57:02,2024/3/2,
646,25.5,N,0.000,mm,OK,--,20:57:02,2024/3/2,
647,25.5,N,0.000,mm,OK,--,20:57:02,2024/3/2,
648,25.6,N,0.000,mm,OK,--,20:57:03,2024/3/2,
649,25.6,N,0.000,mm,OK,--,20:57:03,2024/3/2,
650,25.6,N,0.000,mm,OK,--,20:57:03,2024/3/2,
651,25.6,N,0.000,mm,OK,--,20:57:03,2024/3/2,
652,25.7,N,0.000,mm,OK,--,20:57:03,2024/3/2,
653,25.7,N,0.000,mm,OK,--,20:57:03,2024/3/2,
654,25.7,N,0.000,mm,OK,--,20:57:03,2024/3/2,
655,25.7,N,0.000,mm,OK,--,20:57:03,2024/3/2,
656,25.7,N,0.000,mm,OK,--,20:57:03,2024/3/2,
657,25.7,N,0.000,mm,OK,--,20:57:03,2024/3/2,
658,25.8,N,0.000,mm,OK,--,20:57:04,2024/3/2,
659,25.8,N,0.000,mm,OK,--,20:57:04,2024/3/2,
660,25.8,N,0.000,mm,OK,--,20:57:04,2024/3/2,
661,25.8,N,0.000,mm,OK,--,20:57:04,2024/3/2,
662,25.8,N,0.000,mm,OK,--,20:57:04,2024/3/2,
663,25.8,N,0.000,mm,OK,--,20:57:04,2024/3/2,
664,25.8,N,0.000,mm,OK,--,20:57:04,2024/3/2,
665,25.9,N,0.000,mm,OK,--,20:57:04,2024/3/2,
666,25.9,N,0.000,mm,OK,--,20:57:04,2024/3/2,
667,25.9,N,0.000,mm,OK,--,20:57:04,2024/3/2,
668,25.9,N,0.000,mm,OK,--,20:57:05,2024/3/2,
669,26.0,N,0.000,mm,OK,--,20:57:05,2024/3/2,
670,26.0,N,0.000,mm,OK,--,20:57:05,2024/3/2,
671,26.0,N,0.000,mm,OK,--,20:57:05,2024/3/2,
672,26.0,N,0.000,mm,OK,--,20:57:05,2024/3/2,
673,26.0,N,0.000,mm,OK,--,20:57:05,2024/3/2,
674,26.1,N,0.000,mm,OK,--,20:57:05,2024/3/2,
675,26.1,N,0.000,mm,OK,--,20:57:05,2024/3/2,
676,26.1,N,0.000,mm,OK,--,20:57:05,2024/3/2,
677,26.1,N,0.000,mm,OK,--,20:57:05,2024/3/2,
678,26.1,N,0.000,mm,OK,--,20:57:06,2024/3/2,
679,26.2,N,0.000,mm,OK,--,20:57:06,2024/3/2,
680,26.2,N,0.000,mm,OK,--,20:57:06,2024/3/2,
681,26.2,N,0.000,mm,OK,--,20:57:06,2024/3/2,
682,26.2,N,0.000,mm,OK,--,20:57:06,2024/3/2,
683,26.2,N,0.000,mm,OK,--,20:57:06,2024/3/2,
684,26.3,N,0.000,mm,OK,--,20:57:06,2024/3/2,
685,26.3,N,0.000,mm,OK,--,20:57:06,2024/3/2,
686,26.3,N,0.000,mm,OK,--,20:57:06,2024/3/2,
687,26.3,N,0.000,mm,OK,--,20:57:06,2024/3/2,
688,26.3,N,0.000,mm,OK,--,20:57:07,2024/3/2,
689,26.4,N,0.000,mm,OK,--,20:57:07,2024/3/2,
690,26.4,N,0.000,mm,OK,--,20:57:07,2024/3/2,
691,26.4,N,0.000,mm,OK,--,20:57:07,2024/3/2,
692,26.4,N,0.000,mm,OK,--,20:57:07,2024/3/2,
693,26.4,N,0.000,mm,OK,--,20:57:07,2024/3/2,
694,26.5,N,0.000,mm,OK,--,20:57:07,2024/3/2,
695,26.5,N,0.000,mm,OK,--,20:57:07,2024/3/2,
696,26.5,N,0.000,mm,OK,--,20:57:07,2024/3/2,
697,26.5,N,0.000,mm,OK,--,20:57:07,2024/3/2,
698,26.5,N,0.000,mm,OK,--,20:57:08,2024/3/2,
699,26.6,N,0.000,mm,OK,--,20:57:08,2024/3/2,
700,26.6,N,0.000,mm,OK,--,20:57:08,2024/3/2,
701,26.6,N,0.000,mm,OK,--,20:57:08,2024/3/2,
702,26.6,N,0.000,mm,OK,--,20:57:08,2024/3/2,
703,26.7,N,0.000,mm,OK,--,20:57:08,2024/3/2,
704,26.7,N,0.000,mm,OK,--,20:57:08,2024/3/2,
705,26.7,N,0.000,mm,OK,--,20:57:08,2024/3/2,
706,26.7,N,0.000,mm,OK,--,20:57:08,2024/3/2,
707,26.7,N,0.000,mm,OK,--,20:57:08,2024/3/2,
708,26.7,N,0.000,mm,OK,--,20:57:09,2024/3/2,
709,26.8,N,0.000,mm,OK,--,20:57:09,2024/3/2,
710,26.8,N,0.000,mm,OK,--,20:57:09,2024/3/2,
711,26.8,N,0.000,mm,OK,--,20:57:09,2024/3/2,
712,26.8,N,0.000,mm,OK,--,20:57:09,2024/3/2,
713,26.9,N,0.000,mm,OK,--,20:57:09,2024/3/2,
714,26.9,N,0.000,mm,OK,--,20:57:09,2024/3/2,
715,26.9,N,0.000,mm,OK,--,20:57:09,2024/3/2,
716,26.9,N,0.000,mm,OK,--,20:57:09,2024/3/2,
717,26.9,N,0.000,mm,OK,--,20:57:09,2024/3/2,
718,26.9,N,0.000,mm,OK,--,20:57:10,2024/3/2,
719,27.0,N,0.000,mm,OK,--,20:57:10,2024/3/2,
720,27.0,N,0.000,mm,OK,--,20:57:10,2024/3/2,
721,27.0,N,0.000,mm,OK,--,20:57:10,2024/3/2,
722,27.0,N,0.000,mm,OK,--,20:57:10,2024/3/2,
723,27.0,N,0.000,mm,OK,--,20:57:10,2024/3/2,
724,27.0,N,0.000,mm,OK,--,20:57:10,2024/3/2,
725,27.0,N,0.000,mm,OK,--,20:57:10,2024/3/2,
726,27.1,N,0.000,mm,OK,--,20:57:10,2024/3/2,
727,27.1,N,0.000,mm,OK,--,20:57:10,2024/3/2,
728,27.1,N,0.000,mm,OK,--,20:57:11,2024/3/2,
729,27.1,N,0.000,mm,OK,--,20:57:11,2024/3/2,
730,27.2,N,0.000,mm,OK,--,20:57:11,2024/3/2,
731,27.2,N,0.000,mm,OK,--,20:57:11,2024/3/2,
732,27.2,N,0.000,mm,OK,--,20:57:11,2024/3/2,
733,27.2,N,0.000,mm,OK,--,20:57:11,2024/3/2,
734,27.2,N,0.000,mm,OK,--,20:57:11,2024/3/2,
735,27.2,N,0.000,mm,OK,--,20:57:11,2024/3/2,
736,27.2,N,0.000,mm,OK,--,20:57:11,2024/3/2,
737,27.3,N,0.000,mm,OK,--,20:57:11,2024/3/2,
738,27.3,N,0.000,mm,OK,--,20:57:12,2024/3/2,
739,27.3,N,0.000,mm,OK,--,20:57:12,2024/3/2,
740,27.3,N,0.000,mm,OK,--,20:57:12,2024/3/2,
741,27.4,N,0.000,mm,OK,--,20:57:12,2024/3/2,
742,27.4,N,0.000,mm,OK,--,20:57:12,2024/3/2,
743,27.4,N,0.000,mm,OK,--,20:57:12,2024/3/2,
744,27.4,N,0.000,mm,OK,--,20:57:12,2024/3/2,
745,27.4,N,0.000,mm,OK,--,20:57:12,2024/3/2,
746,27.4,N,0.000,mm,OK,--,20:57:12,2024/3/2,
747,27.5,N,0.000,mm,OK,--,20:57:12,2024/3/2,
748,27.5,N,0.000,mm,OK,--,20:57:13,2024/3/2,
749,27.5,N,0.000,mm,OK,--,20:57:13,2024/3/2,
750,27.5,N,0.000,mm,OK,--,20:57:13,2024/3/2,
751,27.6,N,0.000,mm,OK,--,20:57:13,2024/3/2,
752,27.6,N,0.000,mm,OK,--,20:57:13,2024/3/2,
753,27.6,N,0.000,mm,OK,--,20:57:13,2024/3/2,
754,27.6,N,0.000,mm,OK,--,20:57:13,2024/3/2,
755,27.6,N,0.000,mm,OK,--,20:57:13,2024/3/2,
756,27.6,N,0.000,mm,OK,--,20:57:13,2024/3/2,
757,27.7,N,0.000,mm,OK,--,20:57:13,2024/3/2,
758,27.7,N,0.000,mm,OK,--,20:57:14,2024/3/2,
759,27.7,N,0.000,mm,OK,--,20:57:14,2024/3/2,
760,27.7,N,0.000,mm,OK,--,20:57:14,2024/3/2,
761,27.7,N,0.000,mm,OK,--,20:57:14,2024/3/2,
762,27.8,N,0.000,mm,OK,--,20:57:14,2024/3/2,
763,27.8,N,0.000,mm,OK,--,20:57:14,2024/3/2,
764,27.8,N,0.000,mm,OK,--,20:57:14,2024/3/2,
765,27.8,N,0.000,mm,OK,--,20:57:14,2024/3/2,
766,27.8,N,0.000,mm,OK,--,20:57:14,2024/3/2,
767,27.9,N,0.000,mm,OK,--,20:57:14,2024/3/2,
768,27.9,N,0.000,mm,OK,--,20:57:15,2024/3/2,
769,27.9,N,0.000,mm,OK,--,20:57:15,2024/3/2,
770,27.9,N,0.000,mm,OK,--,20:57:15,2024/3/2,
771,27.9,N,0.000,mm,OK,--,20:57:15,2024/3/2,
772,27.9,N,0.000,mm,OK,--,20:57:15,2024/3/2,
773,28.0,N,0.000,mm,OK,--,20:57:15,2024/3/2,
774,28.0,N,0.000,mm,OK,--,20:57:15,2024/3/2,
775,28.0,N,0.000,mm,OK,--,20:57:15,2024/3/2,
776,28.0,N,0.000,mm,OK,--,20:57:15,2024/3/2,
777,28.0,N,0.000,mm,OK,--,20:57:15,2024/3/2,
778,28.0,N,0.000,mm,OK,--,20:57:16,2024/3/2,
779,28.0,N,0.000,mm,OK,--,20:57:16,2024/3/2,
780,28.1,N,0.000,mm,OK,--,20:57:16,2024/3/2,
781,28.1,N,0.000,mm,OK,--,20:57:16,2024/3/2,
782,28.1,N,0.000,mm,OK,--,20:57:16,2024/3/2,
783,28.1,N,0.000,mm,OK,--,20:57:16,2024/3/2,
784,28.1,N,0.000,mm,OK,--,20:57:16,2024/3/2,
785,28.2,N,0.000,mm,OK,--,20:57:16,2024/3/2,
786,28.2,N,0.000,mm,OK,--,20:57:16,2024/3/2,
787,28.2,N,0.000,mm,OK,--,20:57:16,2024/3/2,
788,28.2,N,0.000,mm,OK,--,20:57:17,2024/3/2,
789,28.2,N,0.000,mm,OK,--,20:57:17,2024/3/2,
790,28.3,N,0.000,mm,OK,--,20:57:17,2024/3/2,
791,28.3,N,0.000,mm,OK,--,20:57:17,2024/3/2,
792,28.3,N,0.000,mm,OK,--,20:57:17,2024/3/2,
793,28.3,N,0.000,mm,OK,--,20:57:17,2024/3/2,
794,28.3,N,0.000,mm,OK,--,20:57:17,2024/3/2,
795,28.3,N,0.000,mm,OK,--,20:57:17,2024/3/2,
796,28.4,N,0.000,mm,OK,--,20:57:17,2024/3/2,
797,28.4,N,0.000,mm,OK,--,20:57:17,2024/3/2,
798,28.4,N,0.000,mm,OK,--,20:57:18,2024/3/2,
799,28.4,N,0.000,mm,OK,--,20:57:18,2024/3/2,
800,28.4,N,0.000,mm,OK,--,20:57:18,2024/3/2,
801,28.5,N,0.000,mm,OK,--,20:57:18,2024/3/2,
802,28.5,N,0.000,mm,OK,--,20:57:18,2024/3/2,
803,28.5,N,0.000,mm,OK,--,20:57:18,2024/3/2,
804,28.5,N,0.000,mm,OK,--,20:57:18,2024/3/2,
805,28.5,N,0.000,mm,OK,--,20:57:18,2024/3/2,
806,28.5,N,0.000,mm,OK,--,20:57:18,2024/3/2,
807,28.5,N,0.000,mm,OK,--,20:57:18,2024/3/2,
808,28.6,N,0.000,mm,OK,--,20:57:19,2024/3/2,
809,28.6,N,0.000,mm,OK,--,20:57:19,2024/3/2,
810,28.6,N,0.000,mm,OK,--,20:57:19,2024/3/2,
